ID;SIRET;Nom de l'établissement;Adresse de l'établissement;Complément d'adresse;Code postal;Commune;Type d'établissement;Téléphone;Adresse électronique;Spécialité culinaire;Horaires d'ouverture et de fermeture de l'établissement;Accueil des personnes à mobilité réduite;Site web de l'établissement;geo
9118;31596415500016;Piccolo Mondo;11 rue de Longchamp;;92200;Neuilly-sur-Seine;Non précisé;147452701;;;;Non précisé;https://www.piccolomondo.fr/;48.8842189, 2.2579095
9126;81493020200019;Gustave;1 place Parmentier;;92200;Neuilly-sur-Seine;Non précisé;146249401;;;;Non précisé;https://www.facebook.com/Gustave-Neuilly-officiel-814532078702509/;48.8804403, 2.2796161
88;84834755500015;Paradis;4 Rue des Frères Lumière;;94510;La Queue en Brie;Restaurant;663707101;r.paradys@yahoo.com;Spécialités russes;11h00 à 22h00;Oui;https://paradis-restaurant.eatbu.com/;48.780402, 2.57333
29;81781088000036;Le Vin Qui Danse;69 rue broca;;75013;Paris;Restaurant;143315277;gobelins@vqd.fr;Cuisine Française Moderne et Brunch le Dimanche;12 H à 15H;Oui;https://vqd.fr/;48.836928, 2.347006
61;48524195400018;Le Chablis;156 grande rue Charles de Gaulle;;94130;Nogent-sur-Marne;Restaurant;148710555;lechablis@gmail.com;Cuisine française;Ouvert de 9h à 1h du soir;Oui;https://www.lafourchette.com/restaurant/le-chablis-r511523;48.838212, 2.489385
18;42481346700018;Café Le Petit Pont;1 rue du Petit Pont;;75005;Paris;Restaurant;143542381;annelise@cafelepetitpont.com;Pizzas, Tapas, Fondue, Cocktail;De 6h à 3h;Non;https://www.lafourchette.com/restaurant/le-petit-pont-r3459;48.852668, 2.346724
14;44274729500034;Atelier Ramey;23 rue Ramey;;75018;Paris;Bistronomique;142510478;latelier.ramey@gmail.com;Cuisine française;7/7 déjeuners et dîners;Oui;http://www.atelier-ramey.com/;48.888327, 2.346721
43;44803474400012;Les Jardins de Montesson;29 boulevard de la République;;78360;Montesson;Restaurant;130715985;argomont.morais@gmail.com;Cuisine portugaise;de 12h à 17h;Oui;;48.906382, 2.143473
20;83768227700012;LE 23;23 boulevard Gutenberg;;93190;Livry-Gargan;Bistronomique;143010631;gastrobarle23@gmail.com;cuisine française, tapas, cocktails maison, fait maison, produit frais;dimanche 16H-00H;Oui;https://www.instagram.com/restaurant_le_23/;48.912946, 2.518105
77;87854447700010;Traiteur du Soleil;83 rue Jean Bart;;95240;Cormeilles en Parisis;Restaurant;130104442;contact@traiteurdusoleil.com;Cuisine du Liban;Du dimanche 21 juin au dimanche 23 août 2020, de 11h00 à 14h00;Oui;http://www.traiteurdusoleil.com/;48.964635, 2.19978
87;84462789300028;Yopougon Grill;10 bis avenue Descartes;;94450;Limeil-Brévannes;Restaurant;175484054;yopougongrill@gmail.com;Restaurant de spécialités africaines;De 11h30 à 15h  et de 18h30 à 23h;Oui;https://yopougon.eatbu.com/;48.741331, 2.478399
9002;80356665200027;La cuisine du terroir;15 rue Condorcet;;92140;Clamart;Non précisé;147362203;skibbis92@numericable.fr;;;Non précisé;https://cuisineduterroir.site-solocal.com/;48.81029, 2.267466
9006;79914580000014;Le Living;4 avenue René Samuel;;92140;Clamart;Non précisé;982213034;leliving@bbox.fr;;;Non précisé;https://www.facebook.com/lelivingclamart;48.800208, 2.262559
9010;79902550700010;Bistro Best;Place de la Gare;;78160;Marly-le-Roi;Non précisé;139163236;;;;Non précisé;http://www.bistrobest.fr/;48.87111, 2.096117
9019;37818331300022;Crêpes à l'affiche;16 Grande Rue;;78160;Marly-le-Roi;Non précisé;139581323;;;;Non précisé;;48.866679, 2.094734
9020;49150572300016;La Plantation;22 Grande Rue;;78160;Marly-le-Roi;Non précisé;139165650;restolaplantation@orange.fr;;;Non précisé;http://restolaplantation.fr/;48.866374, 2.095049
9032;49278339400439;Dominos pizza;3 rue Nelson Mandela;;95170;Deuil-la-Barre;Non précisé;130100505;;;;Non précisé;https://www.dominos.fr/magasin/deuil-la-barre_95170;48.961703, 2.325369
9033;53381425700010;Caffè Italia;108 Grande Rue Charles de Gaulle;;94130;Nogent-sur-Marne;Non précisé;148752907;;;;Non précisé;https://caffeitalia-italianrestaurant.business.site/;48.836849, 2.485414
9038;82098022500016;Le Crysam;5 rue Paul Bert;;94130;Nogent-sur-Marne;Non précisé;141950751;;;;Non précisé;https://www.crysam.fr/;48.837577, 2.484327
9041;47895337500019;La Taverne de Palerme;70b Rue des Héros Nogentais;;94130;Nogent-sur-Marne;Non précisé;148718376;;;;Non précisé;https://www.facebook.com/latavernedepalerme/;48.838618, 2.488613
9043;83930781600018;Giacomo;7bis Avenue de Joinville;;94130;Nogent-sur-Marne;Non précisé;148767903;;;;Non précisé;;48.834068, 2.472775
9218;80167030800023;Churrasqueria do povo;7 Rue Curton;;92110;Clichy;Non précisé;147561303;contact@churrasqueirodopovo.com;;;Non précisé;https://fr-fr.facebook.com/pages/category/Portuguese-Restaurant/Churrasqueira-do-Povo-699855916717508/;48.899308, 2.312176
9225;82164998500016;Hbro;100 Rue de Paris;;92110;Clichy;Non précisé;629122608;p.parrot@hbro.fr;;;Non précisé;https://fr-fr.facebook.com/HBROBURGERS;48.902201, 2.302474
9239;84396511200017;L'arganier;114 Rue Martre;;92110;Clichy;Non précisé;142700760;contact@larganier.paris;;;Non précisé;https://fr-fr.facebook.com/larganier.paris/;48.905705, 2.303915
9248;38899152300019;Le galichon;93 Rue Henri Barbusse;;92110;Clichy;Non précisé;;le-galichon@orange.fr;;;Non précisé;https://www.tripadvisor.fr/Restaurant_Review-g608772-d3676687-Reviews-Creperie_Le_Galichon-Clichy_Hauts_de_Seine_Ile_de_France.html;48.900625, 2.307337
9266;81224213900028;Marguerite;7 Rue Achille Adam;;92110;Clichy;Non précisé;142702553;jul.ribes@gmail.com;;;Non précisé;https://www.marguerite-clichy.fr/;48.901872, 2.315876
9277;82327224000024;Restaurant la cantine;27 Rue de Neuilly;;92110;Clichy;Non précisé;170161764;lacantine92@gmail.com;;;Non précisé;http://lacantine-clichy.fr/;48.900245, 2.298437
9278;81224213900010;Restaurant polette;115 Boulevard Victor Hugo;;92110;Clichy;Non précisé;147391075;jul.ribes@gmail.com;;;Non précisé;https://www.cafepolette.fr/;48.901753, 2.317341
9282;51373297400011;Traiteur bon appetit;2 Rue Madame de Sanzillon;;92110;Clichy;Non précisé;147391586;yanglimei25888@icloud.com;;;Non précisé;;48.903173, 2.313523
9283;82856465800015;Vendredi clichy;43 Rue Villeneuve;;92110;Clichy;Non précisé;147316680;bonjour@cafepolette.fr;;;Non précisé;https://www.vendredi-clichy.fr/;48.904945, 2.308867
9110;62203995600025;La table des Oliviers;4 rue de l'Eglise;;92200;Neuilly-sur-Seine;Non précisé;147457211;;;;Non précisé;https://www.latabledesoliviers.fr/;48.8850214, 2.2631519
9112;;The Heavenway;33 avenue du Roule;;92200;Neuilly-sur-Seine;Non précisé;146242470;;;;Non précisé;https://www.facebook.com/The-Heavenway-restaurant-bar--113215013692483/;48.8817869, 2.2798068
48;45377356600014;Il Primo Bacio;3 rue Montebello;;77300;Fontainebleau;Italien;160727436;ilprimobacio@yahoo.fr;Restaurant italien;12h-14h et 19h-22h30 tous les jours;Non;https://www.facebook.com/Il-Primo-Bacio-120773181310949/;48.404216, 2.701155
79;84920504200013;Camil 2;10 route nationale 19;;94440;Santeny;Restaurant;617585127;aubledesanges@gmail.com;cuisine française;De 6h30 à 20h30;Oui;;48.716195, 2.5728
38;52356053000017;Éden Crêpe;18 avenue Winston Churchill;;94370;Sucy-en-Brie;Crêperie;171572631;edencrrpe94@gmail.com;Crêperie gastronomique et saladerie;"Du mardi au samedi 
De 12.00 à 14.00
De 19.00 à 22.30
Fermé dimanche et lundi";Oui;https://edencrepe.eatbu.com/;48.770329, 2.522312
34;82942074400023;le Bel ordinaire rive gauche;5 rue de Bazeilles;;75005;Paris;Bistronomique;981117278;cyrille@lebelordinaire.com;Cuisine de marché et de saison, nous travaillons uniquement qu'avec des petits producteurs en circuit court. Menu qui change chaque semaine.;du mardi midi au dimanche midi, déjeuner de 12 à 14h30 et diner de 19h à 22h30;Oui;http://www.lebelordinaire.com/;48.839004, 2.350504
21;49129340300029;Les Tontons;39 rue de Montreuil;;75011;Paris;Bistrot;142725487;Les3uns@hotmail.fr;Cuisine française type bistrot;16h-00h;Non;https://www.facebook.com/lestontonsparis11;48.850506, 2.387419
26;81945172500025;Le Bossu;17 rue des Deux Ponts;;75004;Paris;Bistronomique;142392402;Lebossu4@gmail.com;Cuisine française;;Oui;https://www.lebossu.com/;48.851667, 2.356288
32;83102148100015;Pizza Presto maule;3 rue Saint Vincent;;78580;Maule;Pizzeria;134751014;Intermilan92@hotmail.fr;Nous sommes un restaurant qui propose des pizzas panini  salade et des brushettas;De 11h30 a 14h30 18h a 22h;Non;https://www.pizzapresto-maule.fr/;48.910431, 1.848991
25;88083314000028;Woodiz;14 rue Maurice Berteaux;;78600;Le Mesnil-le-Roi;Restaurant;185735855;woodizmesnilleroi@gmail.com;pizzeria au feu du bois;tous le dimanche du 11h jusqu'à 23h;Non précisé;https://www.woodiz.fr/;48.923567, 2.116792
90;34828932300027;Mira Roma;4 avenue Matlock;;95600;Eaubonne;Restaurant;139591633;hanna.wahba@wanadoo.fr;Restaurant italien - Pizzeria;;Oui;http://mira.roma.pagesperso-orange.fr/contact.html;48.993848, 2.274861
9231;52068205500022;La fratrie;159 Boulevard Victor Hugo;;92110;Clichy;Non précisé;984472323;tahir.kumcu@gmail.com;;;Non précisé;https://fr-fr.facebook.com/lafratrieclichy/;48.903639, 2.32017
9237;37798159200043;La terrasse;41 Rue Madame de Sanzillon;;92110;Clichy;Non précisé;147373346;wahiba.mettouchi@hotmail.fr;;;Non précisé;https://la-terrasse-clichy.eatbu.com/?lang=fr;48.903779, 2.317729
9238;42396957500020;Landy's bar;81 Boulevard du Général Leclerc;;92110;Clichy;Non précisé;145196876;landysbar@gmail.com;;;Non précisé;https://fr-fr.facebook.com/pages/category/Restaurant/Landys-bar-110500252685601/;48.906024, 2.309318
9240;42176918300037;L'atelier bistro;13 Rue Henri Barbusse;;92110;Clichy;Non précisé;147370955;cappuccitivf@free.fr;;;Non précisé;https://www.facebook.com/Latelierbistro92/;48.898127, 2.301584
9244;82056990300017;Le clippia;10 Place Francois Mitterrand;;92110;Clichy;Non précisé;147372667;leclippia@gmail.com;;;Non précisé;https://fr-fr.facebook.com/leclippia/;48.90344, 2.313
9245;48421895300012;Le colbert;12 bis Rue du Landy;;92110;Clichy;Non précisé;147373631;lypfy@hotmail.fr;;;Non précisé;https://www.tripadvisor.fr/Restaurant_Review-g608772-d14000825-Reviews-Le_Colbert-Clichy_Hauts_de_Seine_Ile_de_France.html;48.904521, 2.304273
9247;48185938700013;Le coq noir;92 Boulevard Victor Hugo;;92110;Clichy;Non précisé;147371156;contact@lecoqnoir.fr;;;Non précisé;https://www.lecoqnoir.fr/;48.90117, 2.316956
9249;53359087300014;Le miosca;16 Rue Jean Walter;;92110;Clichy;Non précisé;140871428;mioscabistro13@hotmail.fr;;;Non précisé;https://miosca.business.site/;48.910804, 2.310118
9256;48824742000018;Le rallye;5 Rue du Landy;;92110;Clichy;Non précisé;147372852;arianexu-92@yahoo.com;;;Non précisé;https://www.tripadvisor.fr/Restaurant_Review-g608772-d9710920-Reviews-Le_Rallye-Clichy_Hauts_de_Seine_Ile_de_France.html;48.904513, 2.303637
9106;44366636700018;Le Relais des Sablons;2 place du Marché;;92200;Neuilly-sur-Seine;Non précisé;146241933;;;;Non précisé;;48.880431, 2.2752733
9114;32379100400019;La Capricciosa;61 avenue du Roule;;92200;Neuilly-sur-Seine;Non précisé;147457080;rym.br[@]hotmail[.]com;;Lundi - vendredi 12h00-15h00  19h00-23h45 / Samedi - dimanche 12h00-23h45;Non précisé;https://www.la-cappricciosa-neuilly.fr/;48.8824617, 2.2767784
9018;40383663800011;Au vieux Marly;3 place du Général de gaulle, allée André Guillot;;78160;Marly-le-Roi;Non précisé;139585440;;;;Non précisé;https://auvieuxmarly.com/;48.867884, 2.096436
9025;52149563000019;L'étoile de Marly;170 Centre commercial des Grandes Terres;;78160;Marly-le-Roi;Non précisé;139162010;;;;Non précisé;http://www.etoiledemarly.fr/;48.880353, 2.100537
9030;83227651300013;Terrabière;13 rue Charles de Gaulle;;95170;Deuil-la-Barre;Non précisé;951554215;;;;Non précisé;https://www.brasserie-terrabiere.com/;48.975985, 2.327067
9046;52396559800015;Le Menec;1 Boulevard de Strasbourg;;94130;Nogent-sur-Marne;Non précisé;148736294;;;;Non précisé;https://www.creperie-nogent.fr/;48.835761, 2.473475
47;49059630100013;Le Mécano;10 rue Montebello;;77300;Fontainebleau;Restaurant;160720405;Yannick.billard@bowlingstadium.fr;Restaurant viande d exception travaille au four a charbon;17h 1h;Oui;http://www.le-mecano.com;48.404063, 2.701331
51;88051831100019;Chez Elemiah;10 rue des 3 Maillets;;77300;Fontainebleau;Salon de thé alternatif;981414765;Chezelemiah@gmail.com;Salon de thé alternatif proposant un plat à base végétarienne chaque jour et bientôt les brunchs le dimanche sur réservation dans une ambiance cosy girly ( bénéficie une terrasse en fond de cour pour plus de tranquillité);9-18h30;Oui;https://www.instagram.com/chezelemiah/;48.404681, 2.699399
55;44753153600021;Kashmir;9 rue de la Cloche;;77300;FONTAINEBLEAU;Restaurant;560725199;kashmir.fontainebleau@neuf.fr;INDIENNE;12h-14h30  et 19-22h;Oui;http://kashmir-fontainebleau.com/;48.407023, 2.702245
75;88403000800012;Les Jardins d'Affinity;17 rue du colonel Arnaud Beltrame;;77160;Provins;Restaurant;789069167;contact@lesjardinsdaffinity.fr;Carte saisonnière avec des plats autour de produits locaux ou régionaux type pors francilien, sirop de rose de Provins, etc...;11h30 à 14h30 et 19h30 à 22h30;Oui;https://lesjardinsdaffinity.fr/;48.558071, 3.305778
105;88116285300017;Paris Tartarin;Carrefour de la Patte d'Oie;;94370;Sucy-en-Brie;Restaurant;145949552;paristartarin@yahoo.com;Cuisine française;"Horaires du 21 juin au 8 août 2020 : 
lundi fermé, 
du mardi au jeudi 12h-14h30, 
vendredi et samedi 12h-14h30 / 19h-22h, 
dimanche 12h-15h";Non;https://paristartarinrestaurant.eatbu.com/;48.759356, 2.557613
8;80943434300012;Le Petit Pontoise;9 rue de pontoise;;75005;Paris;Bistrot;143292520;contact@lepetitpontoise.fr;Cuisine française traditionnelle. Produits de qualité de nos belles régions  en France. Cuisine Maison par des Maîtres restaurateurs;"lundi au dimanche
midi et soir
12h-14h30
18h30 - 22h30";Oui;http://www.lepetitpontoise.fr/;48.849903, 2.352112
37;49167049300015;L'Ami Pierre;5 rue de la Main d'Or;;75011;Paris;Bistrot;147001735;robingreiner93@gmail.com;Bistrot, bar à vin.;de 13 h à 22h;Non précisé;https://www.lamipierre.fr/;48.851543, 2.378266
69;50530661300017;Les Fous de l'Île;33 rue des Deux Ponts;;75004;Paris;Bistronomique;143257667;contact@lesfousdelile.com;Cuisine française bistronomique;"Ouvert 7j/7j
En semaine : 12h-15h // 18h-23h
Week-end : 12h-23h";Oui;https://www.lesfousdelile.com/;48.852207, 2.356763
93;49794096500013;L'Epicerie Italienne d'Emelyne;4 avenue Budenheim;;95600;Eaubonne;Epicerie Fine + Cave à vins;952379847;emelyne@epicerie-emelyne.fr;Les boutiques d'Emelyne - La passion des bons produits et du conseil;;Oui;http://www.epicerie-emelyne.fr/;48.991964, 2.275225
9201;81018442400010;Kikafaim;2 Rue Morice;;92110;Clichy;Non précisé;142703534;aupetitsolognot@yahoo.com;;;Non précisé;;48.900633, 2.308575
9208;84950329700012;Borough groupe;68 Rue de Neuilly;;92110;Clichy;Non précisé;;boroughclichy@gmail.com;;;Non précisé;https://borough.fr/;48.902396, 2.30323
9214;48834753500012;Casa milano;41 Rue d'Alsace;;92110;Clichy;Non précisé;147309053;theo500@yahoo.fr;;;Non précisé;https://www.casamilanoclichy.com/;48.903485, 2.310825
9219;47876005100019;Creperie du landy;3 Rue du Landy;;92110;Clichy;Non précisé;147371475;creperielandy@outlook.fr;;;Non précisé;https://creperiedulandy.eatbu.com/?lang=fr;48.904417, 2.303254
9251;50321370400011;Le napoli 2;18 Allée de l'Europe;;92110;Clichy;Non précisé;147371882;lenapoli102@gmail.com;;;Non précisé;https://fr-fr.facebook.com/lenapoli2/;48.911137, 2.310457
9253;81438848400010;Le petit gavroche;29 bis Rue des Cailloux;;92110;Clichy;Non précisé;147371414;auvrayjc@wanadoo.fr;;;Non précisé;https://fr-fr.facebook.com/pages/category/Brewery/Le-Petit-Gavroche-292338522417/;48.896838, 2.306825
9254;42384620300028;Le petit ploum;20 Rue Martre;;92110;Clichy;Non précisé;;m.mellas92@gmail.com;;;Non précisé;linternaute.com/restaurant/restaurant/200056/le-petit-ploum.shtml;48.898836, 2.310187
9260;83995138100012;Le syllon;75 Boulevard du Général Leclerc;;92110;Clichy;Non précisé;174548676;joseph.machene@gmail.com;;;Non précisé;https://lesyllon.eatbu.com/?lang=fr;48.905209, 2.310251
9262;83811985700020;Le wag;39 Rue Madame de Sanzillon;;92110;Clichy;Non précisé;179625719;saswagzy@gmail.com;;;Non précisé;https://fr-fr.facebook.com/lewagcomptoirresponsable/;48.903863, 2.317454
9280;41886660400014;Scaramouche;82 Boulevard Jean Jaurès;;92110;Clichy;Non précisé;147314739;aldricd@wanadoo.fr;;;Non précisé;https://website-1236022548031924582230-restaurant.business.site/;48.902923, 2.303953
9027;82948812100015;Rosso Pachino;Place de la Gare;;78160;Marly-le-Roi;Non précisé;954411285;;;;Non précisé;https://rosso-pachino.eatbu.com/;48.871098, 2.096241
9040;85395638100018;Chang Xin;54 rue des Héros Nogentais;;94130;Nogent-sur-Marne;Non précisé;143941278;;;;Non précisé;;48.838224, 2.486981
9045;49506710000026;Le Relais;7 avenue Georges Clemenceau;;94130;Nogent-sur-Marne;Non précisé;148730180;;;;Non précisé;https://www.facebook.com/La-Brasserie-Le-Relais-Nogent-Sur-Marne-340819930011643;48.835863, 2.472602
9115;44273863900016;Coffee Parisien;46 rue de Sablonville;;92200;Neuilly-sur-Seine;Non précisé;146371313;;;;Non précisé;https://www.coffeeparisien.fr/;48.88045, 2.277917
9128;33765583100010;Le Comptoir Loz;2 rue des Huissiers;;92200;Neuilly-sur-Seine;Non précisé;146245617;;;;Non précisé;http://le-comptoir-loz.fr/;48.8837827, 2.2655573
98;83829320700034;Churrasqueira Casquinhas;36 Avenue Alain Peyrefitte;;77160;Provins;Restaurant;164081906;hdbs94@gmail.com;Spécialités portugaises;De 10h30 à 15h30;Non;;48.563465, 3.300235
102;53792425000013;La Maison du Pressoir;34 Avenue Jean Jaurès;;91560;Crosne;Gastronomique;169064983;contact@lamaisondupressoir.fr;Cuisine de marché, produits frais de sélection;Ouvert du mercredi déjeuner au dimanche déjeuner de 12h à 13h30 et de 19h30 à 21h30. Fermé dimanche soir, lundi & mardi;Oui;http://www.lamaisondupressoir.fr/;48.714393, 2.461377
57;35325900500018;Restaurant Les Templiers;Rond-Point de l'Ordre des Chevaliers;Commanderie de la Villedieu;78990;Élancourt;Restaurant;130621789;restaurant@les-templiers.com;Cuisine française pétillante, tout est fait maison! La carte change très régulièrement et le chef vous propose ponctuellement ses suggestions (en ce moment Côte de bœuf maturée 14 jours).;"7j/7 le midi 
Vendredi et samedi soir";Oui;https://www.les-templiers.com/;48.793754, 1.968234
107;81302271200018;La Rotonde des Lin;7 place du 25 août 75014;;75014;Paris;Brasserie;145404020;Larotondedeslin@gmail.com;Cuisine traditionnelle, grande variété de pizzas, couscous reconnus, dessert maison.;Service continu de 11h à 23h.;Oui;;48.822233, 2.325784
99;48770979200013;Restaurant Golf et Tennis du Haras de Jardy;50 Boulevard de Jardy;Domaine Départemental des Haras de Jardy;92420;Vaucresson;Restaurant;147013580;info@golftennisjardy.com;Cuisine française;8h - 21 h;Oui;http://www.golftennisjardy.com/;48.8307301, 2.1497758
71;84446949400026;Le Colvert Bistrot;54 rue Saint-André des Arts;;75006;Paris;Bistronomique;142037367;contact@lecolvertbistrot.com;Cuisine française bistronomique;Ouvert 7j/7j de 12h à 23h;Oui;https://lecolvertbistrot.com/;48.8535, 2.340117
36;83954426900013;Pleine Terre;15 rue de Bassano;;75016;Paris;Gastronomique;981767610;contact@restaurant-pleineterre.com;Cuisine française parfumée d'agrumes et d'épices par le chef Jimmy Desrivières;Dimanche 21 juin uniquement : de 17h à 22h;Non;https://www.restaurant-pleineterre.com/;48.869007, 2.297196
40;40383048200010;Restaurant Menelik;4 rue Sauffroy;;75017;Paris;Restaurant;146270082;menelik@wanadoo.fr;Spécialités éthiopiennes, saveurs d' Ethiopie;"Horaires d'ouvertures chaque dimanche du 21 juin au 23 août 2020 
Service continu de 12h à 23h";Non;https://www.menelikrestaurant.com;48.890705, 2.320475
54;802801100;Restaurant Le Cyril;3 place niepce;;95240;Cormeilles en parisis;Restaurant;130104233;paulhenri4@aol.com;Cuisine française;10h30 à 20h;Oui;https://lecyril95.eatbu.com/;48.956921, 2.196842
9202;82499905600024;Aubergin;77 Rue de Paris;;92110;Clichy;Non précisé;142709092;aubergin.clichy@gmail.com;;;Non précisé;https://www.aubergin-clichy.fr/;48.900458, 2.304193
9233;40535399600011;La grignotte;167 Boulevard Victor Hugo;;92110;Clichy;Non précisé;141402019;irene.huyngh@scadif.fr;;;Non précisé;;48.902792, 2.318681
9236;84185195900012;La rose du liban;51 Rue de Neuilly;;92110;Clichy;Non précisé;;laroseduliban@gmail.com;;;Non précisé;https://fr-fr.facebook.com/laroseduliban92/;48.90159, 2.301248
9242;35015731900020;Le cafe du theatre;26 Allées Léon Gambetta;;92110;Clichy;Non précisé;147371288;elisabeth-93@live.fr;;;Non précisé;https://www.tripadvisor.fr/Restaurant_Review-g187147-d6690412-Reviews-Le_Cafe_du_Theatre-Paris_Ile_de_France.html;48.902511, 2.310235
9246;82949440000023;Le comptoir de la crepe;9 Rue Victor Méric;;92110;Clichy;Non précisé;651231200;s.hayatoun@gmail.com;;;Non précisé;https://fr-fr.facebook.com/lecomptoir2lacrepe/;48.901024, 2.304907
9259;81325599900019;Le stendhal;57 Boulevard Victor Hugo;;92110;Clichy;Non précisé;142700901;stendhal3@orange.fr;;;Non précisé;https://fr-fr.facebook.com/lestendhalclichy/;48.898979, 2.312891
9263;49891079300013;Les arcades du liban;89 Rue Henri Barbusse;;92110;Clichy;Non précisé;147395525;bob.dagher@hotmail.fr;;;Non précisé;https://fr-fr.facebook.com/arcadesduliban/?rf=186137584756464;48.90049, 2.307048
9264;88017472700011;Les bauffriers de l’espace;4 Rue Georges Boisseau;;92110;Clichy;Non précisé;950214705;clichy@sucretsale.fr;;;Non précisé;;48.903118, 2.318356
9268;50513597000018;O moka;30 Rue Martre;;92110;Clichy;Non précisé;147377031;o.moka92@yahoo.fr;;;Non précisé;https://fr-fr.facebook.com/pages/Caf%C3%A9-Le-Moka-Clichy/591062470970167;48.899526, 2.309417
9274;52165640500029;Plan a;49 Rue de Neuilly;;92110;Clichy;Non précisé;619550141;axelle.denis@hotmail.com;;;Non précisé;https://brasserie-plan-a.business.site/;48.901447, 2.300923
9284;82448379600028;Viasette;7 Rue Charles et René Auffray;;92110;Clichy;Non précisé;142705316;haoucheyas@icloud.com;;;Non précisé;http://viasette.fr/;48.901946, 2.303793
